gene_sym,binding_sites
SCRT2,29
SCUBE1,4
SCUBE2,16
SCUBE3,61
SCX,10
SCYL1,8
SCYL2,43
SCYL3,24
SDAD1,15
SDC1,32
SDC2,100
SDC3,79
SDC4,13
SDCBP,19
SDCBP2,5
SDCCAG8,3
SDE2,47
SDF2,14
SDF2L1,2
SDF4,16
SDHA,11
SDHAF1,1
SDHAF2,4
SDHAF3,15
SDHAF4,5
SDHB,6
SDHC,18
SDHD,22
SDK1,73
SDK2,52
SDR16C5,16
SDR39U1,1
SDR42E1,13
SDR9C7,3
SDSL,1
SEC11A,19
SEC11C,9
SEC13,8
SEC14L1,48
SEC14L2,14
SEC14L3,4
SEC14L4,8
SEC14L5,8
SEC16A,5
SEC16B,8
SEC22A,19
SEC22B,29
SEC22C,55
SEC23A,41
SEC23B,12
SEC23IP,28
SEC24A,94
SEC24B,28
SEC24C,31
SEC24D,36
SEC31A,24
SEC31B,8
SEC61A1,14
SEC61A2,33
SEC61B,8
SEC61G,8
SEC62,65
SEC63,57
SECISBP2,6
SECISBP2L,89
SECTM1,2
SEH1L,56
SEL1L,91
SEL1L3,29
SELE,13
SELENBP1,1
SELENOF,20
SELENOH,3
SELENOI,55
SELENOK,18
SELENON,16
SELENOO,1
SELENOP,17
SELENOS,13
SELENOT,63
SELENOV,3
SELENOW,4
SELL,11
SELP,5
SELPLG,3
SEM1,15
SEMA3A,93
SEMA3C,55
SEMA3D,44
SEMA3E,21
SEMA3F,23
SEMA3G,15
SEMA4A,5
SEMA4B,38
SEMA4C,32
SEMA4D,24
SEMA4F,25
SEMA4G,53
SEMA5A,61
SEMA5B,18
SEMA6A,76
SEMA6B,7
SEMA6C,7
SEMA6D,90
SEMA7A,27
SEMG1,2
SEMG2,2
SENP1,57
SENP2,42
SENP3,14
SENP5,40
SENP6,43
SENP7,36
SENP8,11
SEPHS1,44
SEPHS2,10
SEPSECS,43
SEPTIN1,1
SEPTIN10,39
SEPTIN11,33
SEPTIN12,1
SEPTIN14,16
SEPTIN2,50
SEPTIN3,38
SEPTIN4,10
SEPTIN5,7
SEPTIN6,28
SEPTIN7,54
SEPTIN8,47
SEPTIN9,46
SERAC1,18
SERBP1,59
SERF1A,21
SERF1B,23
SERF2,35
SERINC1,33
SERINC2,2
SERINC3,46
SERINC4,7
SERINC5,78
SERP1,56
SERP2,5
SERPINA1,17
SERPINA10,5
SERPINA11,3
SERPINA5,4
SERPINA6,3
SERPINA7,1
SERPINA9,5
SERPINB1,18
SERPINB10,11
SERPINB11,2
SERPINB12,8
SERPINB13,19
SERPINB2,10
SERPINB3,8
SERPINB4,7
SERPINB5,14
SERPINB6,1
SERPINB7,10
SERPINB8,29
SERPINB9,16
SERPIND1,5
SERPINE1,19
SERPINE2,17
SERPINE3,1
SERPINF1,4
SERPINF2,11
SERPING1,3
SERPINH1,12
SERPINI1,9
SERPINI2,6
SERTAD1,4
SERTAD2,120
SERTAD3,20
SERTAD4,34
SERTM1,22
SESN1,41
SESN2,13
SESN3,144
SESTD1,114
SET,51
SETBP1,69
SETD1A,6
SETD2,31
SETD3,42
SETD4,7
SETD5,57
SETD6,7
SETD7,63
SETD9,53
SETDB1,10
SETDB2,23
SETMAR,6
SETX,16
SEZ6,23
SEZ6L,26
SEZ6L2,13
SF1,9
SF3A1,27
SF3A2,5
SF3A3,12
SF3B1,45
SF3B2,6
SF3B3,12
SF3B4,6
SF3B5,1
SF3B6,2
SFI1,5
SFMBT1,79
SFMBT2,25
SFN,1
SFPQ,51
SFR1,15
SFRP1,18
SFRP2,26
SFRP4,10
SFRP5,11
SFSWAP,15
SFT2D1,36
SFT2D2,11
SFT2D3,15
SFTA3,4
SFTPA1,6
SFTPA2,7
SFTPB,18
SFXN1,34
SFXN2,8
SFXN3,12
SFXN4,1
SFXN5,9
SGCB,43
SGCD,59
SGCE,20
SGCG,7
SGCZ,62
SGIP1,147
SGK1,51
SGK2,10
SGK3,48
SGMS1,94
SGMS2,33
SGO1,32
SGO2,12
SGPL1,29
SGPP1,65
SGPP2,20
SGSH,3
SGSM1,12
SGSM2,11
SGSM3,2
SGTA,4
SGTB,45
SH2B1,12
SH2B3,63
SH2D1A,21
SH2D1B,10
SH2D2A,5
SH2D3A,4
SH2D3C,8
SH2D4A,4
SH2D4B,18
SH2D5,3
SH2D7,2
SH3BGR,15
SH3BGRL,25
SH3BGRL2,58
SH3BGRL3,10
SH3BP1,4
SH3BP2,25
SH3BP4,23
SH3BP5,34
SH3BP5L,11
SH3D19,75
SH3D21,1
SH3GL1,14
SH3GL2,30
SH3GL3,35
SH3GLB1,59
SH3GLB2,6
SH3KBP1,63
SH3PXD2A,154
SH3PXD2B,32
SH3RF1,54
SH3RF2,5
SH3RF3,16
SH3TC1,2
SH3TC2,164
SH3YL1,11
SHANK1,25
SHANK2,72
SHB,31
SHC1,32
SHC2,5
SHC3,24
SHC4,22
SHCBP1,40
SHCBP1L,3
SHE,21
SHF,10
SHFL,9
SHH,8
SHISA2,17
SHISA3,14
SHISA5,5
SHISA6,93
SHISA7,96
SHISA8,2
SHISA9,48
SHISAL1,58
SHISAL2B,2
SHKBP1,8
SHLD1,10
SHLD2,11
SHMT1,9
SHMT2,8
SHOC1,9
SHOC2,79
SHOX,24
SHOX2,11
SHPK,5
SHPRH,48
SHQ1,10
SHROOM1,3
SHROOM2,25
SHROOM3,30
SHROOM4,27
SHTN1,45
SI,7
SIAE,9
SIAH1,50
SIAH2,20
SIAH3,14
SIDT1,18
SIDT2,30
SIGLEC1,14
SIGLEC10,4
SIGLEC11,4
SIGLEC12,2
SIGLEC14,18
SIGLEC15,4
SIGLEC5,15
SIGLEC6,10
SIGLEC8,7
SIGLEC9,2
SIGLECL1,4
SIGMAR1,20
SIK1,23
SIK2,13
SIK3,25
SIKE1,49
SIL1,1
SIM1,25
SIM2,13
SIMC1,17
SIN3A,20
SIN3B,16
SINHCAF,69
SIPA1,1
SIPA1L1,39
SIPA1L2,53
SIPA1L3,15
SIRPA,17
SIRPB1,22
SIRPB2,2
SIRPD,3
SIRPG,2
SIRT1,63
SIRT2,9
SIRT3,10
SIRT4,10
SIRT5,12
SIRT6,5
SIRT7,7
SIT1,7
SIVA1,9
SIX1,32
SIX2,20
SIX3,26
SIX4,119
SIX5,7
SIX6,3
SKA1,11
SKA2,16
SKA3,13
SKAP1,5
SKAP2,25
SKI,79
SKIDA1,69
SKIL,125
SKP1,22
SKP2,44
SLA,11
SLA2,10
SLAIN1,66
SLAIN2,113
SLAMF1,7
SLAMF6,11
SLAMF7,15
SLAMF8,7
SLAMF9,2
SLBP,11
SLC10A1,7
SLC10A2,23
SLC10A3,13
SLC10A4,15
SLC10A6,4
SLC10A7,123
SLC11A1,4
SLC11A2,53
SLC12A1,14
SLC12A2,80
SLC12A3,6
SLC12A4,12
SLC12A5,44
SLC12A6,53
SLC12A7,5
SLC12A8,22
SLC12A9,3
SLC13A1,27
SLC13A2,1
SLC13A3,21
SLC13A4,5
SLC13A5,14
SLC14A1,23
SLC14A2,2
SLC15A1,12
SLC15A2,19
SLC15A4,12
SLC15A5,16
SLC16A1,36
SLC16A10,23
SLC16A12,12
SLC16A13,2
SLC16A14,31
SLC16A2,26
SLC16A4,14
SLC16A6,47
SLC16A7,77
SLC16A8,2
SLC16A9,43
SLC17A1,4
SLC17A2,16
SLC17A3,10
SLC17A4,4
SLC17A5,17
SLC17A6,76
SLC17A7,30
SLC17A8,19
SLC17A9,1
SLC18A1,9
SLC18A2,39
SLC18A3,4
SLC18B1,14
SLC19A1,2
SLC19A2,42
SLC19A3,17
SLC1A1,36
SLC1A2,70
SLC1A3,46
SLC1A4,23
SLC1A5,9
SLC1A6,14
SLC1A7,11
SLC20A1,21
SLC20A2,36
SLC22A1,3
SLC22A10,13
SLC22A11,5
SLC22A12,2
SLC22A13,4
SLC22A14,2
SLC22A15,20
SLC22A16,3
SLC22A17,4
SLC22A18AS,2
SLC22A2,8
SLC22A23,72
SLC22A24,7
SLC22A3,11
SLC22A4,12
SLC22A5,17
SLC22A6,3
SLC22A7,5
SLC22A8,5
SLC22A9,3
SLC23A1,6
SLC23A2,52
SLC23A3,7
SLC24A1,17
SLC24A2,134
SLC24A3,52
SLC24A4,54
SLC25A11,3
SLC25A12,28
SLC25A13,19
SLC25A14,11
SLC25A15,24
SLC25A16,42
SLC25A17,15
SLC25A18,5
SLC25A19,3
SLC25A2,5
SLC25A20,14
SLC25A21,41
SLC25A22,15
SLC25A23,41
SLC25A24,54
SLC25A25,20
SLC25A26,17
SLC25A27,29
SLC25A28,8
SLC25A29,2
SLC25A3,13
SLC25A30,25
SLC25A31,23
SLC25A32,25
SLC25A33,14
SLC25A34,14
SLC25A35,21
SLC25A36,91
SLC25A37,38
SLC25A38,10
SLC25A39,7
SLC25A4,18
SLC25A40,20
SLC25A41,1
SLC25A42,19
SLC25A43,9
SLC25A44,26
SLC25A45,14
SLC25A46,29
SLC25A47,1
SLC25A48,1
SLC25A5,22
SLC25A53,29
SLC25A6,5
SLC26A1,9
SLC26A10,4
SLC26A11,6
SLC26A2,14
SLC26A3,12
SLC26A4,22
SLC26A5,8
SLC26A6,8
SLC26A7,41
SLC26A8,6
SLC26A9,32
SLC27A1,2
SLC27A2,7
SLC27A3,5
SLC27A4,13
SLC27A6,18
SLC28A1,11
SLC28A3,10
SLC29A1,7
SLC29A2,3
SLC29A3,18
SLC29A4,2
SLC2A1,21
SLC2A10,20
SLC2A11,9
SLC2A12,43
SLC2A13,97
SLC2A14,31
SLC2A2,19
SLC2A3,35
SLC2A4,20
SLC2A4RG,16
SLC2A5,7
SLC2A6,2
SLC2A8,7
SLC2A9,1
SLC30A1,12
SLC30A10,9
SLC30A2,3
SLC30A3,12
SLC30A4,87
SLC30A5,49
SLC30A6,21
SLC30A7,93
SLC30A8,22
SLC30A9,16
SLC31A1,30
SLC31A2,29
SLC32A1,11
SLC33A1,48
SLC34A1,8
SLC34A2,24
SLC35A1,16
SLC35A2,10
SLC35A3,66
SLC35A4,13
SLC35A5,24
SLC35B1,4
SLC35B2,6
SLC35B3,11
SLC35B4,27
SLC35C1,13
SLC35C2,8
SLC35D1,40
SLC35D2,12
SLC35D3,11
SLC35E1,24
SLC35E2A,24
SLC35E2B,17
SLC35E3,12
SLC35E4,19
SLC35F1,76
SLC35F2,12
SLC35F3,37
SLC35F4,8
SLC35F5,29
SLC35F6,23
SLC35G1,37
SLC35G2,7
SLC35G3,5
SLC36A1,29
SLC36A2,16
SLC36A3,13
SLC36A4,41
SLC37A1,9
SLC37A2,16
SLC37A3,31
SLC37A4,5
SLC38A1,64
SLC38A10,1
SLC38A11,9
SLC38A2,99
SLC38A3,9
SLC38A4,26
SLC38A5,4
SLC38A6,2
SLC38A7,18
SLC38A8,1
SLC38A9,29
SLC39A1,19
SLC39A10,69
SLC39A11,17
SLC39A12,13
SLC39A13,8
SLC39A14,31
SLC39A2,9
SLC39A3,11
SLC39A4,3
SLC39A5,5
SLC39A6,16
SLC39A7,7
SLC39A8,49
SLC39A9,41
SLC3A1,3
SLC3A2,5
SLC40A1,36
SLC41A1,31
SLC41A2,24
SLC41A3,4
SLC43A1,6
SLC43A2,33
SLC43A3,8
SLC44A1,89
SLC44A2,12
SLC44A3,1
SLC44A4,2
SLC44A5,55
SLC45A1,2
SLC45A2,12
SLC45A3,22
SLC45A4,28
SLC46A1,10
SLC46A2,6
SLC46A3,40
SLC47A1,5
SLC47A2,4
SLC48A1,19
SLC49A3,1
SLC49A4,37
SLC4A1,3
SLC4A10,45
SLC4A11,4
SLC4A1AP,4
SLC4A2,3
SLC4A4,104
SLC4A5,26
SLC4A7,126
SLC4A8,82
SLC4A9,4
SLC50A1,14
SLC51A,6
SLC51B,1
SLC52A1,2
SLC52A2,2
SLC52A3,7
SLC5A1,19
SLC5A12,33
SLC5A3,56
SLC5A5,9
SLC5A6,13
SLC5A7,24
SLC5A8,9
SLC5A9,24
SLC66A1,3
SLC66A1L,16
SLC66A2,3
SLC66A3,20
SLC6A1,31
SLC6A11,73
SLC6A12,2
SLC6A13,14
SLC6A14,33
SLC6A15,48
SLC6A16,6
SLC6A17,71
SLC6A19,17
SLC6A2,23
SLC6A20,5
SLC6A3,14
SLC6A4,23
SLC6A5,8
SLC6A6,59
SLC6A7,3
SLC6A8,25
SLC6A9,18
SLC7A1,47
SLC7A10,9
SLC7A11,113
SLC7A13,5
SLC7A14,68
SLC7A2,17
SLC7A3,3
SLC7A4,1
SLC7A5,7
SLC7A6,30
SLC7A6OS,1
SLC7A7,8
SLC7A8,41
SLC7A9,2
SLC8A1,57
SLC8A2,38
SLC8A3,21
SLC8B1,2
SLC9A1,25
SLC9A2,35
SLC9A3,5
SLC9A3R1,9
SLC9A3R2,21
SLC9A4,15
SLC9A5,17
SLC9A6,56
SLC9A7,30
SLC9A8,24
SLC9A9,20
SLC9B1,9
SLC9B2,7
SLC9C1,10
SLC9C2,5
SLCO1A2,21
SLCO1B1,4
SLCO1B3,6
SLCO1C1,7
SLCO2A1,12
SLCO2B1,8
SLCO3A1,35
SLCO4A1,1
SLCO4C1,27
SLCO5A1,38
SLCO6A1,16
SLF1,9
SLF2,72
SLFN11,5
SLFN12,7
SLFN13,16
SLFN14,4
SLFN5,18
SLFNL1,2
SLIT1,8
SLIT2,60
SLIT3,21
SLITRK1,42
SLITRK2,31
SLITRK3,43
SLITRK4,100
SLITRK5,33
SLITRK6,37
SLK,50
SLMAP,65
SLN,1
SLPI,1
SLTM,14
SLU7,28
SLURP1,1
SLURP2,1
SLX4,11
SLX4IP,17
SMAD1,47
SMAD2,90
SMAD3,28
SMAD4,72
SMAD5,78
SMAD6,28
SMAD7,37
SMAD9,40
SMAGP,5
SMAP1,53
SMAP2,28
SMARCA1,31
SMARCA2,39
SMARCA4,15
SMARCA5,48
SMARCAD1,70
SMARCB1,7
SMARCC1,39
SMARCC2,34
SMARCD1,70
SMARCD2,20
SMARCE1,36
SMC1A,25
SMC1B,10
SMC2,26
SMC3,16
SMC4,12
SMC5,31
SMC6,17
SMCHD1,21
SMCO1,7
SMCO3,17
SMCO4,18
SMCP,6
SMCR8,25
SMDT1,16
SMG1,90
SMG5,13
SMG6,26
SMG7,59
SMG8,3
SMG9,3
SMIM10,9
SMIM10L1,21
SMIM11,2
SMIM12,16
SMIM13,57
SMIM14,52
SMIM15,30
SMIM17,26
SMIM18,2
SMIM19,6
SMIM2,5
SMIM20,7
SMIM21,23
SMIM24,6
SMIM3,16
SMIM43,15
SMIM5,2
SMIM6,1
SMIM7,20
SMIM8,30
SMIM9,14
SMKR1,6
SMLR1,11
SMN1,2
SMN2,2
SMNDC1,49
SMO,3
SMOC1,37
SMOC2,33
SMOX,7
SMPD1,12
SMPD3,45
SMPD4,1
SMPDL3A,8
SMPDL3B,3
SMPX,12
SMR3B,9
SMS,18
SMTN,2
SMTNL1,1
SMTNL2,12
SMU1,19
SMUG1,24
SMURF1,64
SMURF2,66
SMYD1,8
SMYD2,8
SMYD3,3
SMYD4,5
SMYD5,12
SNAI1,18
SNAI2,39
SNAI3,2
SNAP23,18
SNAP25,63
SNAP29,18
SNAP47,17
SNAP91,60
SNAPC1,30
SNAPC2,1
SNAPC3,18
SNAPC4,3
SNAPC5,4
SNAPIN,4
SNCA,21
SNCAIP,21
SNCB,5
SNCG,2
SND1,8
SNED1,6
SNF8,5
SNHG32,2
SNIP1,39
SNN,32
SNPH,30
SNRK,62
SNRNP200,2
SNRNP25,2
SNRNP27,16
SNRNP40,12
SNRNP48,13
SNRNP70,3
SNRPA,1
SNRPA1,4
SNRPB,8
SNRPB2,28
SNRPC,4
SNRPD1,22
SNRPD3,16
SNRPE,4
SNRPF,13
SNRPG,5
SNRPN,10
SNTA1,8
SNTB1,21
SNTB2,79
SNTG1,49
SNTG2,5
SNTN,10
SNU13,9
SNUPN,4
SNURF,12
SNW1,17
SNX1,40
SNX10,26
SNX11,10
SNX12,40
SNX13,47
SNX14,9
SNX15,8
SNX16,92
SNX17,9
SNX18,85
SNX19,25
SNX2,46
SNX20,30
SNX21,9
SNX22,10
SNX24,9
SNX25,18
SNX27,61
SNX29,17
SNX3,36
SNX30,76
SNX31,18
SNX32,2
SNX33,17
SNX4,37
SNX5,17
SNX6,20
SNX7,10
SNX8,33
SNX9,24
SOAT1,35
SOAT2,4
SOBP,53
SOCS1,18
SOCS2,26
SOCS3,20
SOCS4,43
SOCS5,67
SOCS6,104
SOCS7,35
SOD1,5
SOD2,34
SOD3,8
SOGA1,210
SOGA3,50
SOHLH1,3
SOHLH2,20
SON,79
SORBS1,63
SORBS2,48
SORBS3,13
SORCS1,71
SORCS2,20
SORCS3,39
SORD,17
SORL1,53
SORT1,66
SOS1,68
SOS2,77
SOST,17
SOSTDC1,22
SOWAHA,16
SOWAHB,4
SOWAHC,42
SOWAHD,1
SOX1,9
SOX10,22
SOX11,66
SOX12,33
SOX13,26
SOX14,19
SOX15,1
SOX17,4
SOX18,2
SOX2,26
SOX21,22
SOX3,5
SOX30,17
SOX4,48
SOX5,64
SOX6,151
SOX7,23
SOX8,23
SOX9,57
SP1,102
SP100,39
SP110,11
SP140,5
SP140L,3
SP2,14
SP3,89
SP4,88
SP5,10
SP6,14
SP7,15
SP8,39
SPA17,13
SPACA1,8
SPACA4,3
SPACA7,2
SPACA9,12
SPAG1,15
SPAG11A,1
SPAG11B,8
SPAG16,10
SPAG17,12
SPAG6,5
SPAG7,9
SPAG8,10
SPAG9,93
SPAM1,6
SPANXN1,7
SPANXN5,8
SPARC,23
SPARCL1,9
SPART,23
SPAST,51
SPATA1,5
SPATA12,9
SPATA13,38
SPATA16,3
SPATA17,7
SPATA18,13
SPATA19,4
SPATA2,29
SPATA20,3
SPATA22,8
SPATA2L,3
SPATA3,1
SPATA31A1,7
SPATA31A3,8
SPATA31A5,8
SPATA31A6,8
SPATA31A7,8
SPATA31C2,7
SPATA31D3,13
SPATA31D4,16
SPATA33,16
SPATA4,6
SPATA46,2
SPATA5,29
SPATA5L1,9
SPATA6,30
SPATA6L,23
SPATA8,3
SPATA9,9
SPATC1,1
SPATS1,1
SPATS2,22
SPATS2L,25
SPC24,13
SPC25,13
SPCS1,9
SPCS2,32
SPCS3,31
SPDEF,1
SPDL1,6
SPDYA,20
SPDYE1,33
SPDYE2,2
SPDYE2B,2
SPDYE3,24
SPDYE5,29
SPDYE6,21
SPECC1,22
SPECC1L,12
SPEF1,2
SPEF2,12
SPEG,19
SPEN,43
SPESP1,7
SPG11,11
SPG21,9
SPG7,5
SPHK1,1
SPHK2,10
SPHKAP,31
SPI1,4
SPIB,14
SPIC,4
SPICE1,31
SPIDR,8
SPIN1,66
SPIN2A,8
SPIN2B,7
SPIN3,18
SPIN4,24
SPINDOC,19
SPINK13,6
SPINK14,9
SPINK2,2
SPINK5,10
SPINK6,3
SPINK7,11
SPINK8,9
SPINK9,1
SPINT1,7
SPINT2,4
SPINT3,8
SPIRE1,55
SPIRE2,7
SPN,28
SPNS2,14
SPO11,18
SPOCK1,60
SPOCK2,29
SPOCK3,89
SPON1,31
SPON2,1
SPOP,41
SPOPL,103
SPOUT1,6
SPP1,16
SPP2,5
SPPL2A,14
SPPL2B,9
SPPL2C,3
SPPL3,36
SPR,6
SPRED1,162
SPRED2,26
SPRED3,34
SPRING1,19
SPRN,14
SPRR1B,8
SPRR2A,5
SPRR2B,4
SPRR2D,5
SPRR2E,7
SPRR2F,4
SPRR2G,3
SPRR3,2
SPRR4,7
SPRTN,27
SPRY1,27
SPRY2,48
SPRY3,77
SPRY4,64
SPRYD3,20
SPRYD4,32
SPRYD7,33
SPSB1,16
SPSB3,2
SPSB4,22
SPTA1,5
SPTAN1,7
SPTB,29
SPTBN1,48
SPTBN2,12
SPTBN4,29
SPTLC1,35
SPTLC2,54
SPTLC3,21
SPTSSA,34
SPTSSB,44
SPTY2D1,78
SPX,16
SPZ1,6
SQLE,10
SQOR,6
SQSTM1,15
SRA1,5
SRARP,2
SRBD1,25
SRC,20
SRCAP,14
SRCIN1,50
SRD5A1,20
SRD5A2,12
SRD5A3,29
SREBF1,5
SREBF2,16
SREK1,98
SREK1IP1,34
SRF,47
SRFBP1,24
SRGAP1,85
SRGAP2,52
SRGAP2B,20
SRGAP2C,23
SRGAP3,40
SRGN,13
SRI,31
SRL,17
SRM,2
SRMS,2
SRP14,5
SRP19,37
SRP54,19
SRP68,16
SRP72,25
SRP9,31
SRPK1,32
SRPK2,35
SRPK3,2
SRPRA,41
SRPRB,5
SRPX,12
SRPX2,5
SRR,23
SRRD,2
SRRM1,12
SRRM2,6
SRRM3,3
SRRM4,41
SRRM5,1
SRRT,2
SRSF1,70
SRSF10,58
SRSF11,37
SRSF12,19
SRSF2,70
SRSF3,43
SRSF4,24
SRSF5,8
SRSF6,71
SRSF7,38
SRSF8,20
SRSF9,13
SRXN1,12
SRY,5
SS18,76
SS18L1,42
SS18L2,4
SSB,22
SSBP1,4
SSBP2,83
SSBP3,26
SSBP4,4
SSC4D,6
SSC5D,3
SSH1,53
SSH2,93
SSH3,8
SSMEM1,12
SSNA1,4
SSPN,39
SSR1,70
SSR2,12
SSR3,40
SSRP1,8
SST,8
SSTR1,10
SSTR2,8
SSTR3,20
SSU72,9
SSUH2,9
SSX1,9
SSX2,5
SSX2B,5
SSX2IP,56
SSX3,6
SSX4,5
SSX4B,5
SSX5,7
SSX7,8
ST13,31
ST14,5
ST18,42
ST20-MTHFS,12
ST3GAL1,65
ST3GAL2,16
ST3GAL3,11
ST3GAL4,1
ST3GAL5,15
ST3GAL6,11
ST6GAL1,17
ST6GAL2,44
ST6GALNAC1,10
ST6GALNAC2,2
ST6GALNAC3,43
ST6GALNAC4,8
ST6GALNAC5,32
ST6GALNAC6,23
ST7,21
ST7L,29
ST8SIA1,31
ST8SIA2,24
ST8SIA3,50
ST8SIA4,62
ST8SIA5,19
ST8SIA6,8
STAB1,6
STAB2,11
STAC,34
STAC2,13
STAC3,2
STAG1,52
STAG2,92
STAG3,2
STAM,52
STAM2,39
STAMBP,19
STAMBPL1,5
STAP1,15
STAR,9
STARD13,60
STARD3,5
STARD3NL,26
STARD4,38
STARD5,9
STARD7,18
STARD8,9
STARD9,22
STAT1,22
STAT2,13
STAT3,36
STAT4,5
STAT5A,7
STAT5B,14
STAT6,12
STATH,6
STAU1,35
STAU2,50
STBD1,9
STC1,57
STC2,25
STEAP1B,2
STEAP2,93
STEAP3,26
STEAP4,22
STEEP1,15
STIL,11
STIM1,41
STIM2,73
STIMATE,28
STIMATE-MUSTN1,5
STING1,9
STIP1,6
STK10,10
STK11,10
STK11IP,3
STK16,7
STK17A,25
STK17B,52
STK19,6
STK24,37
STK25,5
STK26,46
STK3,26
STK31,3
STK32A,17
STK32B,16
STK32C,14
STK33,15
STK35,67
STK36,11
STK38,37
STK38L,69
STK39,70
STK4,47
STK40,67
STKLD1,3
STMN1,18
STMN2,44
STMN3,8
STMN4,18
STMND1,9
STMP1,19
STN1,14
STOM,9
STOML1,5
STOML2,6
STOML3,8
STON1,23
STON1-GTF2A1L,7
STON2,72
STOX1,10
STOX2,101
STPG1,6
STPG2,3
STPG3,1
STPG4,6
STRA6,12
STRADA,15
STRADB,40
STRAP,19
STRBP,93
STRC,3
STRIP1,15
STRIP2,48
STRN,88
STRN3,86
STRN4,22
STS,9
STT3A,27
STT3B,37
STUB1,3
STUM,31
STX10,2
STX11,20
STX12,15
STX16,42
STX17,43
STX18,8
STX1A,14
STX1B,20
STX2,35
STX3,26
STX4,2
STX5,20
STX6,41
STX7,21
STX8,3
STXBP1,35
STXBP3,23
STXBP4,25
STXBP5,170
STXBP5L,57
STXBP6,28
STYK1,24
STYX,65
STYXL1,2
STYXL2,2
SUB1,58
SUCLA2,19
SUCLG1,6
SUCLG2,24
SUCNR1,22
SUCO,69
SUDS3,27
SUFU,41
SUGCT,4
SUGP2,18
SUGT1,18
SULF1,63
SULF2,20
SULT1A1,1
SULT1A3,1
SULT1A4,2
SULT1B1,3
SULT1C2,14
SULT1C3,5
SULT1C4,19
SULT1E1,23
SULT2A1,7
SULT4A1,19
SULT6B1,6
SUMF1,31
SUMF2,17
SUMO1,37
SUMO2,30
SUMO3,28
SUMO4,8
SUN1,32
SUN2,24
SUN3,1
SUOX,10
SUPT16H,14
SUPT20H,10
SUPT3H,24
SUPT4H1,8
SUPT5H,6
SUPT6H,14
SUPT7L,26
SURF1,1
SURF4,25
SURF6,5
SUSD1,7
SUSD2,11
SUSD3,1
SUSD4,7
SUSD5,40
SUSD6,70
SUV39H1,23
SUV39H2,30
SUZ12,91
SV2A,26
SV2B,66
SV2C,77
SVBP,13
SVEP1,17
SVIL,27
SVIP,35
SVOP,15
SVOPL,3
SWAP70,10
SWI5,3
SWSAP1,13
SWT1,17
SYAP1,17
SYBU,35
SYCE1,5
SYCE2,6
SYCE3,1
SYCP1,10
SYCP2,17
SYCP2L,7
SYCP3,2
SYDE1,17
SYDE2,38
SYF2,16
SYK,13
SYN1,25
SYN2,37
SYN3,14
SYNC,24
SYNCRIP,60
SYNDIG1,8
SYNDIG1L,17
SYNE1,7
SYNE2,16
SYNE3,6
SYNGAP1,58
SYNGR1,18
SYNGR2,7
SYNGR3,18
SYNJ1,94
SYNJ2,13
SYNJ2BP,39
SYNJ2BP-COX16,12
SYNM,39
SYNPO,12
SYNPO2,71
SYNPO2L,26
SYNPR,25
SYNRG,26
SYP,34
SYPL1,41
SYPL2,28
SYS1,21
SYT1,90
SYT10,23
SYT11,24
SYT12,2
SYT13,10
SYT14,60
SYT15,31
SYT16,29
SYT17,13
SYT2,24
SYT3,14
SYT4,77
SYT5,6
SYT6,21
SYT7,30
SYT9,25
SYTL2,16
SYTL3,2
SYTL4,40
SYTL5,26
SYVN1,14
SZRD1,69
SZT2,12
TAB1,15
TAB2,74
TAB3,80
TAC1,17
TAC3,6
TAC4,1
TACC1,39
TACC2,29
TACC3,1
TACO1,1
TACR1,13
TACR2,6
TACR3,3
TACSTD2,3
TADA1,22
TADA2A,1
TADA2B,24
TADA3,5
TAF1,17
TAF10,5
TAF11,15
TAF12,34
TAF13,4
TAF15,6
TAF1A,12
TAF1B,15
TAF1C,6
TAF1D,5
TAF1L,5
TAF2,31
TAF3,1
TAF4,40
TAF4B,49
TAF5,36
TAF5L,38
TAF6,4
TAF7,14
TAF7L,14
TAF8,16
TAF9,6
TAF9B,49
TAFA1,61
TAFA2,51
TAFA3,5
TAFA4,20
TAFA5,13
TAFAZZIN,9
TAGAP,46
TAGLN,7
TAGLN2,14
TAGLN3,8
TAL1,35
TAL2,2
TALDO1,1
TAMALIN,3
TANC1,48
TANC2,100
TANGO2,15
TANGO6,6
TANK,22
TAOK1,193
TAOK2,10
TAOK3,48
TAP1,7
TAP2,31
TAPBP,18
TAPBPL,3
TAPT1,48
TARBP1,13
TARBP2,8
TARDBP,56
TARP,9
TARS1,4
TARS2,2
TARS3,8
TAS1R3,3
TAS2R1,1
TAS2R13,6
TAS2R14,23
TAS2R20,9
TAS2R5,2
TASL,4
TASOR,62
TASOR2,19
TASP1,25
TAT,17
TATDN1,1
TATDN2,7
TATDN3,18
TAX1BP1,17
TAX1BP3,4
TBATA,1
TBC1D1,23
TBC1D10A,4
TBC1D10B,15
TBC1D10C,2
TBC1D12,62
TBC1D13,18
TBC1D14,12
TBC1D15,43
TBC1D16,60
TBC1D17,6
TBC1D19,27
TBC1D2,14
TBC1D20,23
TBC1D22A,4
TBC1D22B,26
TBC1D23,27
TBC1D24,15
TBC1D25,11
TBC1D26,4
TBC1D28,3
TBC1D2B,34
TBC1D3,8
TBC1D30,22
TBC1D31,4
TBC1D32,17
TBC1D3B,5
TBC1D3C,2
TBC1D3D,2
TBC1D3F,2
TBC1D3H,7
TBC1D3I,2
